SMILES,Surfactant_Type,CMC,pCMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20,C20,Temp_Celsius,Ref_CMC,Ref_AW_ST_CMC,SubRef_CMC,SubRef_AW_ST_CMC,Ref_Gamma_max,Ref_Pi_CMC,Ref_Area_min,Ref_pC20,Ref_C20
CCCCCCCCOC[C@@H](O)CO,sugar-based non-ionic,0.0058,2.236572006,24.5,0.0000052,0.32,47.47,3.162903466,0.042302738,25,10.1021/acs.iecr.6b02890,10.1016/j.jcis.2018.01.051,10.1016/j.molliq.2018.01.037,,10.1021/j150575a003,calculated,10.1021/j150575a003,calculated,calculated
CCCCCCCCOP(=O)([O-])OCC[N+](C)(C)CCCCCCCC,gemini zwitterionic,0.001,3,,,,,,,25,10.1016/j.chemosphere.2011.05.031,,,,,,,,
CCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0.14,0.853871964,,,,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,,,
CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1N,sugar-based non-ionic,0.023,1.638272164,32.5,0.00000346,0.48,39.47,2.625450409,0.072407137,25,10.1021/acs.iecr.6b02890,10.1016/j.jcis.2018.01.051,10.1016/j.molliq.2018.01.037,,10.1021/la950485i,calculated,10.1021/la950485i,calculated,calculated
CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,sugar-based non-ionic,0.02,1.698970004,30.5,0.00000346,0.48,41.47,2.7873973,0.061581283,25,10.1021/acs.iecr.6b02890,10.1016/j.jcis.2018.01.051,10.1016/j.molliq.2018.01.037,,10.1007/BF02541865,calculated,10.1007/BF02541865,calculated,calculated
CCCCCCCCO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,sugar-based non-ionic,0.016,1.795880017,30.5,0.00000346,0.48,41.47,2.884307313,0.055893493,25,10.1021/acs.iecr.6b02890,10.1016/j.jcis.2018.01.051,10.1016/j.molliq.2018.01.037,,10.1007/BF02541865,calculated,10.1007/BF02541865,calculated,calculated
CCCCCCCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,sugar-based non-ionic,0.006,2.22184875,30.5,0.00000346,0.48,41.47,3.310276045,0.036506095,25,10.1021/acs.iecr.6b02890,10.1016/j.jcis.2018.01.051,10.1016/j.molliq.2018.01.037,,10.1007/BF02541865,calculated,10.1007/BF02541865,calculated,calculated
CCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,0.000109,3.962573502,36,0.00000099,1.66,36,4.92,0.000012,25,10.1016/j.molliq.2017.06.008,"['10.1016/j.ces.2022.118208', '10.1016/j.molliq.2017.06.008', '10.1201/9780203911518']",10.3390/pr7080502,10.1016/j.molliq.2017.06.008,10.1016/j.molliq.2017.06.008,,10.1016/j.molliq.2017.06.008,10.1016/j.molliq.2017.06.008,
CCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,0.000208,3.681936665,32,0.00000114,1.46,40,4.67,0.0000214,25,10.1016/j.molliq.2017.06.008,"['10.1016/j.ces.2022.118208', '10.1016/j.molliq.2017.06.008', '10.1201/9780203911518']",,10.1016/j.molliq.2017.06.008,10.1016/j.molliq.2017.06.008,,10.1016/j.molliq.2017.06.008,10.1016/j.molliq.2017.06.008,
CCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,0.000251,3.600326279,30.4,0.00000111,1.49,41.6,4.6,0.0000251,25,10.1016/j.molliq.2017.06.008,"['10.1016/j.ces.2022.118208', '10.1016/j.molliq.2017.06.008', '10.1201/9780203911518']",,10.1016/j.molliq.2017.06.008,10.1016/j.molliq.2017.06.008,,10.1016/j.molliq.2017.06.008,10.1016/j.molliq.2017.06.008,
CCCCCCCCS(=O)(=O)[O-].[Na+],anionic,0.16,0.795880017,,,,,,,25,10.1021/ci600462d,,,,,,,,
CCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,sugar-based non-ionic,0.00048,3.318758763,24.1,0.00000438,0.38,48.65,4.7,0.00002,20,10.1021/acs.iecr.6b02890,10.1016/j.jcis.2018.01.051,10.1016/j.molliq.2018.01.037,,10.1016/j.jcis.2004.01.020,calculated,10.1016/j.jcis.2004.01.020,10.1016/j.jcis.2004.01.020,
CCCCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,sugar-based non-ionic,0.00053,3.27572413,25.7,0.00000472,0.35,47.05,4.4,0.0000398,20,10.1021/acs.iecr.6b02890,10.1016/j.jcis.2018.01.051,10.1016/j.molliq.2018.01.037,,10.1016/j.jcis.2004.01.020,calculated,10.1016/j.jcis.2004.01.020,10.1016/j.jcis.2004.01.020,
CCCCCCCCSC1OC(CO)C(O)C(O)C1O,sugar-based non-ionic,0.0085,2.070581074,28.7,0.00000306,0.59,44.9,3.427070689,0.032481951,20,10.1021/acs.iecr.6b02890,10.1016/j.jcis.2018.01.051,10.1016/j.molliq.2018.01.037,,10.1021/jp0480551,10.1021/jp0480551,10.1021/jp0480551,calculated,calculated
CCCCCCCCSCC(CO)OCC(O)CO,non-ionic,0.008492,2.070990015,,,,,,,25,10.1021/ie4016232,,,,,,,,
CCCCCCCCSC[C@@H](O)[C@@H](O)[C@@H](O)CO,sugar-based non-ionic,0.00038,3.420216403,34.8,0.00000375,0.44,37.95,5.6,0.00000251,20,10.1021/acs.iecr.6b02890,10.1016/j.jcis.2004.01.020,10.1016/j.molliq.2018.01.037,,10.1016/j.jcis.2004.01.020,calculated,10.1016/j.jcis.2004.01.020,10.1016/j.jcis.2004.01.020,
CCCCCCCCSC[C@@H](O)[C@@H](O)[C@H](O)CO,sugar-based non-ionic,0.0018,2.744727495,29.3,0.00000394,0.42,43.45,5.2,0.00000631,20,10.1021/acs.iecr.6b02890,10.1016/j.jcis.2018.01.051,10.1016/j.molliq.2018.01.037,,10.1016/j.jcis.2004.01.020,calculated,10.1016/j.jcis.2004.01.020,10.1016/j.jcis.2004.01.020,
CCCCCCCCSC[C@H](O)[C@H](O)[C@@H](O)CO,sugar-based non-ionic,0.0012,2.920818754,33,0.00000359,0.46,39.75,5.4,0.00000398,20,10.1021/acs.iecr.6b02890,10.1016/j.jcis.2004.01.020,10.1016/j.molliq.2018.01.037,,10.1016/j.jcis.2004.01.020,calculated,10.1016/j.jcis.2004.01.020,10.1016/j.jcis.2004.01.020,
CCCCCCCC[N+](C)(C)C.[Br-],cationic,0.14,0.853871964321762,,,,,,,25,10.1021/acs.jpcb.1c05264,,10.1002/9781118228920,,,,,,
CCCCCCCC[N+](C)(C)CC#CC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,0.025497641,1.5935,,,,,,,25,10.1016/j.chemosphere.2011.05.031,,,,,,,,
CCCCCCCC[N+](C)(C)CC(=O)[O-],zwitterionic,0.25,0.602059991,,,,,,,25,10.1002/9781118228920.ch3,,,,,,,,
CCCCCCCC[N+](C)(C)CC(O)COCCOCC(O)C[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,0.00102,,55.2,0.000000802,2.07,,,,,10.1016/j.colsurfa.2011.12.014,10.1016/j.ces.2022.118208,,10.1016/j.colsurfa.2011.12.014,10.1016/j.colsurfa.2011.12.014,,10.1016/j.colsurfa.2011.12.014,10.1016/j.colsurfa.2011.12.014,
CCCCCCCC[N+](C)(C)CC(O)COCCOCCOCC(O)C[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,0.001822,2.739451627,49.1,0.000000519,3.2,22.9,3.42,0.000383,25,10.1016/j.colsurfa.2011.12.014,10.1016/j.ces.2022.118208,,10.1016/j.colsurfa.2011.12.014,10.1016/j.colsurfa.2011.12.014,,10.1016/j.colsurfa.2011.12.014,10.1016/j.colsurfa.2011.12.014,
CCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCC(O)C[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,0.000701,,52.2,0.000000519,3.2,,,,,10.1016/j.colsurfa.2011.12.014,10.1016/j.ces.2022.118208,,10.1016/j.colsurfa.2011.12.014,10.1016/j.colsurfa.2011.12.014,,10.1016/j.colsurfa.2011.12.014,10.1016/j.colsurfa.2011.12.014,
CCCCCCCC[N+](C)(C)CCCCCCCC.[Br-],cationic,,,23,,,,,,,,10.1016/j.ces.2022.118208,,10.1201/9780203911518,,,,,
CCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,0.025199969,1.5986,,,,,,,25,10.1016/j.chemosphere.2011.05.031,,,,,,,,
CCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,0.02630268,1.58,40.3,0.00000142,1.17,31.7,2.061075595,0.127316955,25,"['10.1016/j.chemosphere.2011.05.031', '10.1016/0021-9797(86)90417-0', '10.1016/0021-9797(86)90417-0']",10.1016/j.ces.2022.118208,,10.1016/0021-9797(86)90417-0,10.1016/0021-9797(86)90417-0,,,calculated,calculated
CCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,0.031002734,1.5086,,,,,,,25,10.1016/j.chemosphere.2011.05.031,,,,,,,,
CCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,0.044004795,1.3565,,,,,,,25,10.1016/j.chemosphere.2011.05.031,,,,,,,,
CCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,0.026199922,1.5817,,,,,,,25,10.1016/j.chemosphere.2011.05.031,,,,,,,,
CCCCCCCC[N+](C)(C)CCCNC(=[NH2+])N(C)C.[Br-].[Br-],gemini cationic,,,35.9,,,,,,,,10.1016/j.ces.2022.118208,,10.1007/s11743-012-1417-1,,,,,
CCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,0.013800665,1.8601,,,,,,,25,10.1016/j.chemosphere.2011.05.031,,,,,,,,
CCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,0.037,1.431798276,37.1,0.00000169,0.98,34.9,1.946570817,0.142762793,25,10.1016/0021-9797(86)90417-0,10.1016/j.ces.2022.118208,,10.1016/0021-9797(86)90417-0,10.1016/0021-9797(86)90417-0,,,calculated,calculated
CCCCCCCC[N+](C)(C)CCN=Cc1ccc(OC)c(OC)c1.[Br-],cationic,0.000805,3.09420412,34.7,0.00000101,1.65,37.07,4.53,0.0000296,25,10.1002/jsde.12318,10.1016/j.ces.2022.118208,,10.1002/jsde.12318,10.1002/jsde.12318,10.1002/jsde.12318,10.1002/jsde.12318,,10.1002/jsde.12318
CCCCCCCC[N+](C)(C)CCOC1OC(COC)C(OC)C(OC)C1OC.[Br-],cationic,0.00578,2.238072162,37.8,0.00000106,1.57,34.2,3.4,0.000399,25,10.1021/jo051579s,10.1016/j.ces.2022.118208,,10.1021/jo051579s,,,10.1021/jo051579s,10.1021/jo051579s,
CCCCCCCC[N+](C)(C)CCOCCO.[Br-],cationic,0.001719,2.764724123,35.9,0.0000008,2.02,35.93,4.58,0.0000262,25,10.1016/j.molliq.2016.05.088,10.1016/j.ces.2022.118208,,10.1016/j.molliq.2016.05.088,10.1016/j.molliq.2016.05.088,10.1016/j.molliq.2016.05.088,10.1016/j.molliq.2016.05.088,,10.1016/j.molliq.2016.05.088
CCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,0.036999853,1.4318,,,,,,,25,10.1016/j.chemosphere.2011.05.031,,,,,,,,
CCCCCCCC[N+](C)(C)CC[N+](C)(CCCCCCCC)CC[N+](C)(C)CCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,0.0136,1.866461092,35.1,0.00000107,1.55,36.9,2.558100927,0.077451687,25,10.1016/j.jcis.2003.12.021,10.1016/j.ces.2022.118208,,10.1016/j.jcis.2003.12.021,10.1016/j.jcis.2003.12.021,,10.1016/j.jcis.2003.12.021,calculated,calculated
CCCCCCCC[N+](C)(C)CCc1c(CC)cccc1[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,0.023501739,1.6289,,,,,,,25,10.1016/j.chemosphere.2011.05.031,,,,,,,,
CCCCCCCC[N+](C)(C)CCc1ccc(CC)cc1[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,0.024501913,1.6108,,,,,,,25,10.1016/j.chemosphere.2011.05.031,,,,,,,,
CCCCCCCC[N+](C)(C)CCc1cccc(CC)c1[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,0.022599561,1.6459,,,,,,,25,10.1016/j.chemosphere.2011.05.031,,,,,,,,
CCCCCCCC[N+](C)(C)c1ccc(C=Nc2c(C)n(C)n(-c3ccccc3)c2=O)cc1.[Br-],cationic,0.000431,3.36552273,41.3,0.00000098,0.169,31,4.1,0.0000794,20,10.1016/j.ejpe.2017.05.006,10.1016/j.ces.2022.118208,,10.1016/j.ejpe.2017.05.006,10.1016/j.ejpe.2017.05.006,10.1016/j.ejpe.2017.05.006,10.1016/j.ejpe.2017.05.006,10.1016/j.ejpe.2017.05.006,
CCCCCCCC[N+](CCCCC[N+](CCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,0.00277,2.557520231,29,0.00000203,1.23,43,3.79,0.000162,25,10.1016/j.colsurfa.2019.05.019,10.1016/j.ces.2022.118208,,10.1016/j.colsurfa.2019.05.019,10.1016/j.colsurfa.2019.05.019,10.1016/j.colsurfa.2019.05.019,10.1016/j.colsurfa.2019.05.019,10.1016/j.colsurfa.2019.05.019,
CCCCCCCC[NH+](CCCCC[NH+](CCCCCCCC)CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,0.033,1.48148606,29.9,0.00000227,1.1,42.1,2.54,0.00288,25,10.1016/j.colsurfa.2019.05.019,10.1016/j.ces.2022.118208,,10.1016/j.colsurfa.2019.05.019,10.1016/j.colsurfa.2019.05.019,10.1016/j.colsurfa.2019.05.019,10.1016/j.colsurfa.2019.05.019,10.1016/j.colsurfa.2019.05.019,
